date,food_item,quantity_sold,students_present,price,is_holiday,is_exam_day
2026-06-13,Idli,54,295,35,0,0
2026-06-13,Tea,142,295,12,0,0
2026-06-14,Samosa,110,334,22,0,0
2026-06-14,Vada Pav,88,334,20,0,0
2026-06-14,Poha,51,334,25,0,0
2026-06-14,Misal Pav,37,334,40,0,0
2026-06-14,Idli,64,334,35,0,0
2026-06-14,Tea,161,334,12,0,0
2026-06-15,Samosa,130,489,22,0,0
2026-06-15,Vada Pav,123,489,20,0,0
2026-06-15,Poha,104,489,25,0,0
2026-06-15,Misal Pav,87,489,40,0,0
2026-06-15,Idli,90,489,35,0,0
2026-06-15,Tea,208,489,12,0,0
2026-06-16,Samosa,153,493,22,0,0
2026-06-16,Vada Pav,119,493,20,0,0
2026-06-16,Poha,89,493,25,0,0
2026-06-16,Misal Pav,89,493,40,0,0
2026-06-16,Idli,99,493,35,0,0
2026-06-16,Tea,234,493,12,0,0
2026-06-17,Samosa,163,492,22,0,0
2026-06-17,Vada Pav,128,492,20,0,0
2026-06-17,Poha,100,492,25,0,0
2026-06-17,Misal Pav,84,492,40,0,0
2026-06-17,Idli,91,492,35,0,0
2026-06-17,Tea,227,492,12,0,0
2026-06-18,Samosa,161,539,22,0,0
2026-06-18,Vada Pav,108,539,20,0,0
2026-06-18,Poha,100,539,25,0,0
2026-06-18,Misal Pav,75,539,40,0,0
2026-06-18,Idli,80,539,35,0,0
2026-06-18,Tea,248,539,12,0,0
2026-06-19,Samosa,176,571,22,0,0
2026-06-19,Vada Pav,130,571,20,0,0
2026-06-19,Poha,111,571,25,0,0
2026-06-19,Misal Pav,80,571,40,0,0
2026-06-19,Idli,92,571,35,0,0
2026-06-19,Tea,205,571,12,0,0
2026-06-20,Samosa,102,341,22,0,0
2026-06-20,Vada Pav,68,341,20,0,0
2026-06-20,Poha,63,341,25,0,0
2026-06-20,Misal Pav,50,341,40,0,0
2026-06-20,Idli,69,341,35,0,0
2026-06-20,Tea,157,341,12,0,0
2026-06-21,Samosa,103,330,22,0,0
2026-06-21,Vada Pav,81,330,20,0,0
2026-06-21,Poha,62,330,25,0,0
2026-06-21,Misal Pav,43,330,40,0,0
2026-06-21,Idli,56,330,35,0,0
2026-06-21,Tea,128,330,12,0,0
2026-06-22,Samosa,158,482,22,0,0
2026-06-22,Vada Pav,125,482,20,0,0
2026-06-22,Poha,83,482,25,0,0
2026-06-22,Misal Pav,75,482,40,0,0
2026-06-22,Idli,93,482,35,0,0
2026-06-22,Tea,231,482,12,0,0
2026-06-23,Samosa,158,550,22,0,0
2026-06-23,Vada Pav,118,550,20,0,0
2026-06-23,Poha,92,550,25,0,0
2026-06-23,Misal Pav,81,550,40,0,0
2026-06-23,Idli,92,550,35,0,0
2026-06-23,Tea,243,550,12,0,0
2026-06-24,Samosa,156,552,22,0,0
2026-06-24,Vada Pav,114,552,20,0,0
2026-06-24,Poha,97,552,25,0,0
2026-06-24,Misal Pav,80,552,40,0,0
2026-06-24,Idli,88,552,35,0,0
2026-06-24,Tea,212,552,12,0,0
2026-06-25,Samosa,150,527,22,0,0
2026-06-25,Vada Pav,119,527,20,0,0
2026-06-25,Poha,101,527,25,0,0
2026-06-25,Misal Pav,75,527,40,0,0
2026-06-25,Idli,90,527,35,0,0
2026-06-25,Tea,223,527,12,0,0
2026-06-26,Samosa,147,485,22,0,0
2026-06-26,Vada Pav,136,485,20,0,0
2026-06-26,Poha,88,485,25,0,0
2026-06-26,Misal Pav,63,485,40,0,0
2026-06-26,Idli,73,485,35,0,0
2026-06-26,Tea,214,485,12,0,0
2026-06-27,Samosa,99,330,22,0,0
2026-06-27,Vada Pav,92,330,20,0,0
2026-06-27,Poha,43,330,25,0,0
2026-06-27,Misal Pav,52,330,40,0,0
2026-06-27,Idli,67,330,35,0,0
2026-06-27,Tea,122,330,12,0,0
2026-06-28,Samosa,91,318,22,0,0
2026-06-28,Vada Pav,71,318,20,0,0
2026-06-28,Poha,60,318,25,0,0
2026-06-28,Misal Pav,58,318,40,0,0
2026-06-28,Idli,69,318,35,0,0
2026-06-28,Tea,134,318,12,0,0
2026-06-29,Samosa,180,577,22,0,1
2026-06-29,Vada Pav,145,577,20,0,1
2026-06-29,Poha,100,577,25,0,1
2026-06-29,Misal Pav,81,577,40,0,1
2026-06-29,Idli,93,577,35,0,1
2026-06-29,Tea,305,577,12,0,1
2026-06-30,Samosa,168,545,22,0,1
2026-06-30,Vada Pav,135,545,20,0,1
2026-06-30,Poha,97,545,25,0,1
2026-06-30,Misal Pav,76,545,40,0,1
2026-06-30,Idli,95,545,35,0,1
2026-06-30,Tea,248,545,12,0,1
2026-07-01,Samosa,175,528,22,0,1
2026-07-01,Vada Pav,128,528,20,0,1
2026-07-01,Poha,102,528,25,0,1
2026-07-01,Misal Pav,66,528,40,0,1
2026-07-01,Idli,93,528,35,0,1
2026-07-01,Tea,228,528,12,0,1
2026-07-02,Samosa,169,476,22,0,1
2026-07-02,Vada Pav,122,476,20,0,1
2026-07-02,Poha,91,476,25,0,1
2026-07-02,Misal Pav,81,476,40,0,1
2026-07-02,Idli,77,476,35,0,1
2026-07-02,Tea,231,476,12,0,1
2026-07-03,Samosa,198,502,22,0,1
2026-07-03,Vada Pav,144,502,20,0,1
2026-07-03,Poha,104,502,25,0,1
2026-07-03,Misal Pav,93,502,40,0,1
2026-07-03,Idli,101,502,35,0,1
2026-07-03,Tea,246,502,12,0,1
2026-07-04,Samosa,108,271,22,0,1
2026-07-04,Vada Pav,75,271,20,0,1
2026-07-04,Poha,60,271,25,0,1
2026-07-04,Misal Pav,48,271,40,0,1
2026-07-04,Idli,56,271,35,0,1
2026-07-04,Tea,168,271,12,0,1
2026-07-05,Samosa,96,296,22,0,1
2026-07-05,Vada Pav,68,296,20,0,1
2026-07-05,Poha,64,296,25,0,1
2026-07-05,Misal Pav,56,296,40,0,1
2026-07-05,Idli,53,296,35,0,1
2026-07-05,Tea,112,296,12,0,1
2026-07-06,Samosa,159,468,22,0,1
2026-07-06,Vada Pav,115,468,20,0,1
2026-07-06,Poha,92,468,25,0,1
2026-07-06,Misal Pav,75,468,40,0,1
2026-07-06,Idli,83,468,35,0,1
2026-07-06,Tea,255,468,12,0,1
2026-07-07,Samosa,162,499,22,0,1
2026-07-07,Vada Pav,127,499,20,0,1
2026-07-07,Poha,85,499,25,0,1
2026-07-07,Misal Pav,79,499,40,0,1
2026-07-07,Idli,88,499,35,0,1
2026-07-07,Tea,239,499,12,0,1
2026-07-08,Samosa,171,567,22,0,1
2026-07-08,Vada Pav,147,567,20,0,1
2026-07-08,Poha,99,567,25,0,1
2026-07-08,Misal Pav,72,567,40,0,1
2026-07-08,Idli,91,567,35,0,1
2026-07-08,Tea,232,567,12,0,1
2026-07-09,Samosa,177,497,22,0,1
2026-07-09,Vada Pav,128,497,20,0,1
2026-07-09,Poha,92,497,25,0,1
2026-07-09,Misal Pav,82,497,40,0,1
2026-07-09,Idli,95,497,35,0,1
2026-07-09,Tea,265,497,12,0,1
2026-07-10,Samosa,192,535,22,0,1
2026-07-10,Vada Pav,107,535,20,0,1
2026-07-10,Poha,97,535,25,0,1
2026-07-10,Misal Pav,73,535,40,0,1
2026-07-10,Idli,89,535,35,0,1
2026-07-10,Tea,236,535,12,0,1
2026-07-11,Samosa,135,325,22,0,1
2026-07-11,Vada Pav,78,325,20,0,1
2026-07-11,Poha,66,325,25,0,1
2026-07-11,Misal Pav,48,325,40,0,1
2026-07-11,Idli,57,325,35,0,1
2026-07-11,Tea,157,325,12,0,1
2026-07-12,Samosa,127,343,22,0,1
2026-07-12,Vada Pav,97,343,20,0,1
2026-07-12,Poha,66,343,25,0,1
2026-07-12,Misal Pav,54,343,40,0,1
2026-07-12,Idli,49,343,35,0,1
2026-07-12,Tea,157,343,12,0,1
2026-07-13,Samosa,187,548,22,0,1
2026-07-13,Vada Pav,128,548,20,0,1
2026-07-13,Poha,106,548,25,0,1
2026-07-13,Misal Pav,82,548,40,0,1
2026-07-13,Idli,97,548,35,0,1
2026-07-13,Tea,252,548,12,0,1
2026-07-14,Samosa,177,509,22,0,1
2026-07-14,Vada Pav,95,509,20,0,1
2026-07-14,Poha,101,509,25,0,1
2026-07-14,Misal Pav,55,509,40,0,1
2026-07-14,Idli,76,509,35,0,1
2026-07-14,Tea,250,509,12,0,1
2026-07-15,Samosa,161,534,22,0,1
2026-07-15,Vada Pav,118,534,20,0,1
2026-07-15,Poha,109,534,25,0,1
2026-07-15,Misal Pav,75,534,40,0,1
2026-07-15,Idli,104,534,35,0,1
2026-07-15,Tea,246,534,12,0,1
2026-07-16,Samosa,195,532,22,0,1
2026-07-16,Vada Pav,126,532,20,0,1
2026-07-16,Poha,91,532,25,0,1
2026-07-16,Misal Pav,77,532,40,0,1
2026-07-16,Idli,88,532,35,0,1
2026-07-16,Tea,222,532,12,0,1
2026-07-17,Samosa,164,512,22,0,1
2026-07-17,Vada Pav,133,512,20,0,1
2026-07-17,Poha,98,512,25,0,1
2026-07-17,Misal Pav,75,512,40,0,1
2026-07-17,Idli,87,512,35,0,1
2026-07-17,Tea,247,512,12,0,1
2026-07-18,Samosa,102,348,22,0,1
2026-07-18,Vada Pav,71,348,20,0,1
2026-07-18,Poha,72,348,25,0,1
2026-07-18,Misal Pav,48,348,40,0,1
2026-07-18,Idli,48,348,35,0,1
2026-07-18,Tea,167,348,12,0,1
2026-07-19,Samosa,95,343,22,0,1
2026-07-19,Vada Pav,83,343,20,0,1
2026-07-19,Poha,69,343,25,0,1
2026-07-19,Misal Pav,53,343,40,0,1
2026-07-19,Idli,61,343,35,0,1
2026-07-19,Tea,135,343,12,0,1
2026-07-20,Samosa,152,529,22,0,0
2026-07-20,Vada Pav,120,529,20,0,0
2026-07-20,Poha,105,529,25,0,0
2026-07-20,Misal Pav,87,529,40,0,0
2026-07-20,Idli,100,529,35,0,0
2026-07-20,Tea,241,529,12,0,0
2026-07-21,Samosa,159,516,22,0,0
2026-07-21,Vada Pav,131,516,20,0,0
2026-07-21,Poha,99,516,25,0,0
2026-07-21,Misal Pav,78,516,40,0,0
2026-07-21,Idli,93,516,35,0,0
2026-07-21,Tea,216,516,12,0,0
2026-07-22,Samosa,149,498,22,0,0
2026-07-22,Vada Pav,129,498,20,0,0
2026-07-22,Poha,97,498,25,0,0
2026-07-22,Misal Pav,79,498,40,0,0
2026-07-22,Idli,91,498,35,0,0
2026-07-22,Tea,209,498,12,0,0
2026-07-23,Samosa,162,542,22,0,0
2026-07-23,Vada Pav,114,542,20,0,0
2026-07-23,Poha,110,542,25,0,0
2026-07-23,Misal Pav,75,542,40,0,0
2026-07-23,Idli,78,542,35,0,0
2026-07-23,Tea,203,542,12,0,0
2026-07-24,Samosa,153,489,22,0,0
2026-07-24,Vada Pav,119,489,20,0,0
2026-07-24,Poha,94,489,25,0,0
2026-07-24,Misal Pav,80,489,40,0,0
2026-07-24,Idli,89,489,35,0,0
2026-07-24,Tea,219,489,12,0,0
2026-07-25,Samosa,108,342,22,0,0
2026-07-25,Vada Pav,60,342,20,0,0
2026-07-25,Poha,61,342,25,0,0
2026-07-25,Misal Pav,37,342,40,0,0
2026-07-25,Idli,57,342,35,0,0
2026-07-25,Tea,142,342,12,0,0
2026-07-26,Samosa,116,361,22,0,0
2026-07-26,Vada Pav,84,361,20,0,0
2026-07-26,Poha,61,361,25,0,0
2026-07-26,Misal Pav,54,361,40,0,0
2026-07-26,Idli,54,361,35,0,0
2026-07-26,Tea,143,361,12,0,0
2026-07-27,Samosa,151,549,22,0,0
2026-07-27,Vada Pav,134,549,20,0,0
2026-07-27,Poha,105,549,25,0,0
2026-07-27,Misal Pav,73,549,40,0,0
2026-07-27,Idli,96,549,35,0,0
2026-07-27,Tea,233,549,12,0,0
2026-07-28,Samosa,146,523,22,0,0
2026-07-28,Vada Pav,116,523,20,0,0
2026-07-28,Poha,94,523,25,0,0
2026-07-28,Misal Pav,81,523,40,0,0
2026-07-28,Idli,81,523,35,0,0
2026-07-28,Tea,225,523,12,0,0
2026-07-29,Samosa,150,482,22,0,0
2026-07-29,Vada Pav,123,482,20,0,0
2026-07-29,Poha,115,482,25,0,0
2026-07-29,Misal Pav,68,482,40,0,0
2026-07-29,Idli,96,482,35,0,0
2026-07-29,Tea,216,482,12,0,0
2026-07-30,Samosa,158,532,22,0,0
2026-07-30,Vada Pav,129,532,20,0,0
2026-07-30,Poha,98,532,25,0,0
2026-07-30,Misal Pav,87,532,40,0,0
2026-07-30,Idli,85,532,35,0,0
2026-07-30,Tea,238,532,12,0,0
2026-07-31,Samosa,153,500,22,0,0
2026-07-31,Vada Pav,113,500,20,0,0
2026-07-31,Poha,101,500,25,0,0
2026-07-31,Misal Pav,85,500,40,0,0
2026-07-31,Idli,86,500,35,0,0
2026-07-31,Tea,212,500,12,0,0
2026-08-01,Samosa,96,296,22,0,0
2026-08-01,Vada Pav,63,296,20,0,0
2026-08-01,Poha,55,296,25,0,0
2026-08-01,Misal Pav,50,296,40,0,0
2026-08-01,Idli,64,296,35,0,0
2026-08-01,Tea,185,296,12,0,0
2026-08-02,Samosa,116,312,22,0,0
2026-08-02,Vada Pav,82,312,20,0,0
2026-08-02,Poha,62,312,25,0,0
2026-08-02,Misal Pav,52,312,40,0,0
2026-08-02,Idli,56,312,35,0,0
2026-08-02,Tea,141,312,12,0,0
2026-08-03,Samosa,161,507,22,0,0
2026-08-03,Vada Pav,127,507,20,0,0
2026-08-03,Poha,117,507,25,0,0
2026-08-03,Misal Pav,87,507,40,0,0
2026-08-03,Idli,96,507,35,0,0
2026-08-03,Tea,249,507,12,0,0
2026-08-04,Samosa,159,543,22,0,0
2026-08-04,Vada Pav,119,543,20,0,0
2026-08-04,Poha,109,543,25,0,0
2026-08-04,Misal Pav,88,543,40,0,0
2026-08-04,Idli,92,543,35,0,0
2026-08-04,Tea,237,543,12,0,0
2026-08-05,Samosa,172,557,22,0,0
2026-08-05,Vada Pav,133,557,20,0,0
2026-08-05,Poha,105,557,25,0,0
2026-08-05,Misal Pav,82,557,40,0,0
2026-08-05,Idli,82,557,35,0,0
2026-08-05,Tea,234,557,12,0,0
2026-08-06,Samosa,142,479,22,0,0
2026-08-06,Vada Pav,134,479,20,0,0
2026-08-06,Poha,102,479,25,0,0
2026-08-06,Misal Pav,85,479,40,0,0
2026-08-06,Idli,84,479,35,0,0
2026-08-06,Tea,194,479,12,0,0
2026-08-07,Samosa,156,512,22,0,0
2026-08-07,Vada Pav,124,512,20,0,0
2026-08-07,Poha,106,512,25,0,0
2026-08-07,Misal Pav,75,512,40,0,0
2026-08-07,Idli,90,512,35,0,0
2026-08-07,Tea,200,512,12,0,0
2026-08-08,Samosa,101,343,22,0,0
2026-08-08,Vada Pav,74,343,20,0,0
2026-08-08,Poha,62,343,25,0,0
2026-08-08,Misal Pav,49,343,40,0,0
2026-08-08,Idli,55,343,35,0,0
2026-08-08,Tea,171,343,12,0,0
2026-08-09,Samosa,97,327,22,0,0
2026-08-09,Vada Pav,60,327,20,0,0
2026-08-09,Poha,56,327,25,0,0
2026-08-09,Misal Pav,48,327,40,0,0
2026-08-09,Idli,52,327,35,0,0
2026-08-09,Tea,164,327,12,0,0
2026-08-10,Samosa,170,515,22,0,0
2026-08-10,Vada Pav,124,515,20,0,0
2026-08-10,Poha,98,515,25,0,0
2026-08-10,Misal Pav,77,515,40,0,0
2026-08-10,Idli,88,515,35,0,0
2026-08-10,Tea,246,515,12,0,0
2026-08-11,Samosa,125,450,22,0,0
2026-08-11,Vada Pav,114,450,20,0,0
2026-08-11,Poha,95,450,25,0,0
2026-08-11,Misal Pav,79,450,40,0,0
2026-08-11,Idli,88,450,35,0,0
2026-08-11,Tea,203,450,12,0,0
2026-08-12,Samosa,170,550,22,0,0
2026-08-12,Vada Pav,128,550,20,0,0
2026-08-12,Poha,107,550,25,0,0
2026-08-12,Misal Pav,80,550,40,0,0
2026-08-12,Idli,85,550,35,0,0
2026-08-12,Tea,233,550,12,0,0
2026-08-13,Samosa,156,523,22,0,0
2026-08-13,Vada Pav,139,523,20,0,0
2026-08-13,Poha,80,523,25,0,0
2026-08-13,Misal Pav,69,523,40,0,0
2026-08-13,Idli,80,523,35,0,0
2026-08-13,Tea,212,523,12,0,0
2026-08-14,Samosa,137,512,22,0,0
2026-08-14,Vada Pav,114,512,20,0,0
2026-08-14,Poha,91,512,25,0,0
2026-08-14,Misal Pav,92,512,40,0,0
2026-08-14,Idli,100,512,35,0,0
2026-08-14,Tea,210,512,12,0,0
2026-08-15,Samosa,86,319,22,0,0
2026-08-15,Vada Pav,61,319,20,0,0
2026-08-15,Poha,62,319,25,0,0
2026-08-15,Misal Pav,44,319,40,0,0
2026-08-15,Idli,56,319,35,0,0
2026-08-15,Tea,113,319,12,0,0
2026-08-16,Samosa,101,307,22,0,0
2026-08-16,Vada Pav,83,307,20,0,0
2026-08-16,Poha,66,307,25,0,0
2026-08-16,Misal Pav,41,307,40,0,0
2026-08-16,Idli,62,307,35,0,0
2026-08-16,Tea,125,307,12,0,0
2026-08-17,Samosa,157,538,22,0,0
2026-08-17,Vada Pav,112,538,20,0,0
2026-08-17,Poha,97,538,25,0,0
2026-08-17,Misal Pav,80,538,40,0,0
2026-08-17,Idli,93,538,35,0,0
2026-08-17,Tea,217,538,12,0,0
2026-08-18,Samosa,171,565,22,0,0
2026-08-18,Vada Pav,125,565,20,0,0
2026-08-18,Poha,106,565,25,0,0
2026-08-18,Misal Pav,91,565,40,0,0
2026-08-18,Idli,103,565,35,0,0
2026-08-18,Tea,202,565,12,0,0
2026-08-19,Samosa,171,492,22,0,0
2026-08-19,Vada Pav,112,492,20,0,0
2026-08-19,Poha,87,492,25,0,0
2026-08-19,Misal Pav,73,492,40,0,0
2026-08-19,Idli,89,492,35,0,0
2026-08-19,Tea,213,492,12,0,0
2026-08-20,Samosa,146,500,22,0,0
2026-08-20,Vada Pav,116,500,20,0,0
2026-08-20,Poha,90,500,25,0,0
2026-08-20,Misal Pav,90,500,40,0,0
2026-08-20,Idli,89,500,35,0,0
2026-08-20,Tea,230,500,12,0,0
2026-08-21,Samosa,152,505,22,0,0
2026-08-21,Vada Pav,116,505,20,0,0
2026-08-21,Poha,77,505,25,0,0
2026-08-21,Misal Pav,69,505,40,0,0
2026-08-21,Idli,75,505,35,0,0
2026-08-21,Tea,178,505,12,0,0
2026-08-22,Samosa,114,294,22,0,0
2026-08-22,Vada Pav,78,294,20,0,0
2026-08-22,Poha,72,294,25,0,0
2026-08-22,Misal Pav,51,294,40,0,0
2026-08-22,Idli,61,294,35,0,0
2026-08-22,Tea,122,294,12,0,0
2026-08-23,Samosa,110,345,22,0,0
2026-08-23,Vada Pav,75,345,20,0,0
2026-08-23,Poha,68,345,25,0,0
2026-08-23,Misal Pav,54,345,40,0,0
2026-08-23,Idli,53,345,35,0,0
2026-08-23,Tea,123,345,12,0,0
2026-08-24,Samosa,153,484,22,0,0
2026-08-24,Vada Pav,125,484,20,0,0
2026-08-24,Poha,90,484,25,0,0
2026-08-24,Misal Pav,76,484,40,0,0
2026-08-24,Idli,90,484,35,0,0
2026-08-24,Tea,224,484,12,0,0
2026-08-25,Samosa,174,566,22,0,0
2026-08-25,Vada Pav,118,566,20,0,0
2026-08-25,Poha,113,566,25,0,0
2026-08-25,Misal Pav,76,566,40,0,0
2026-08-25,Idli,97,566,35,0,0
2026-08-25,Tea,224,566,12,0,0
2026-08-26,Samosa,133,507,22,0,0
2026-08-26,Vada Pav,122,507,20,0,0
2026-08-26,Poha,86,507,25,0,0
2026-08-26,Misal Pav,83,507,40,0,0
2026-08-26,Idli,98,507,35,0,0
2026-08-26,Tea,203,507,12,0,0
2026-08-27,Samosa,147,529,22,0,0
2026-08-27,Vada Pav,119,529,20,0,0
2026-08-27,Poha,105,529,25,0,0
2026-08-27,Misal Pav,78,529,40,0,0
2026-08-27,Idli,100,529,35,0,0
2026-08-27,Tea,211,529,12,0,0
